FAS0172,PA140,2024-11-07,HS02
FAS0173,PA060,2024-06-03,HS02
FAS0174,PA064,2024-07-13,HS02
FAS0175,PA133,2023-05-09,HS02
FAS0176,PA220,2023-04-26,HS02
FAS0177,PA096,2023-04-29,HS02
FAS0178,PA171,2024-04-05,HS02
FAS0179,PA003,2024-04-16,HS02
FAS0180,PA283,2024-03-13,HS02
FAS0181,PA209,2024-04-13,HS02
FAS0182,PA094,2024-10-23,HS02
FAS0183,PA288,2023-11-29,HS02
FAS0184,PA085,2024-07-02,HS02
FAS0185,PA129,2024-09-14,HS02
FAS0186,PA183,2023-11-01,HS02
FAS0187,PA232,2024-07-24,HS02
FAS0188,PA008,2024-01-05,HS02
FAS0189,PA085,2023-08-26,HS02
FAS0190,PA051,2023-12-28,HS02
FAS0191,PA269,2023-06-23,HS02
FAS0192,PA123,2023-11-21,HS02
FAS0193,PA045,2023-09-10,HS02
FAS0194,PA077,2023-08-24,HS02
FAS0195,PA034,2023-03-23,HS02
FAS0196,PA140,2024-04-06,HS02
FAS0197,PA109,2024-04-02,HS02
FAS0198,PA049,2023-12-26,HS02
FAS0199,PA121,2024-10-08,HS02
FAS0200,PA004,2024-03-01,HS02
FAS0201,PA217,2024-10-31,HS03
FAS0202,PA248,2023-11-18,HS03
FAS0203,PA298,2024-08-23,HS03
FAS0204,PA004,2023-03-22,HS03
FAS0205,PA051,2024-10-30,HS03
FAS0206,PA022,2023-01-25,HS03
FAS0207,PA267,2023-09-16,HS03
FAS0208,PA164,2024-06-30,HS03
FAS0209,PA295,2024-05-25,HS03
FAS0210,PA059,2024-08-05,HS03
FAS0211,PA099,2023-12-30,HS03
FAS0212,PA129,2023-12-24,HS03
FAS0213,PA151,2023-01-21,HS03
FAS0214,PA254,2024-03-08,HS03
FAS0215,PA217,2023-05-02,HS03
FAS0216,PA145,2023-03-06,HS03
FAS0217,PA111,2024-07-10,HS03
FAS0218,PA218,2024-07-24,HS03
FAS0219,PA209,2023-09-10,HS03
FAS0220,PA051,2023-11-28,HS03
FAS0221,PA140,2024-03-30,HS03
FAS0222,PA018,2024-11-12,HS03
FAS0223,PA023,2023-09-02,HS03
FAS0224,PA174,2023-10-18,HS03
FAS0225,PA202,2023-04-24,HS03
FAS0226,PA085,2023-01-02,HS03
FAS0227,PA246,2024-09-18,HS03
FAS0228,PA139,2023-07-23,HS03
FAS0229,PA140,2024-01-03,HS03
FAS0230,PA284,2023-06-12,HS03
FAS0231,PA005,2024-06-05,HS03
FAS0232,PA018,2023-06-21,HS03
FAS0233,PA047,2023-11-19,HS03
FAS0234,PA171,2023-06-08,HS03
FAS0235,PA051,2023-07-02,HS03
FAS0236,PA023,2023-05-03,HS03
FAS0237,PA012,2024-12-23,HS03
FAS0238,PA046,2023-01-08,HS03
FAS0239,PA264,2023-05-23,HS03
FAS0240,PA266,2023-02-21,HS03
FAS0241,PA163,2023-05-16,HS03
FAS0242,PA163,2024-01-21,HS03
FAS0243,PA122,2024-10-24,HS03
FAS0244,PA023,2024-04-01,HS03
FAS0245,PA283,2024-04-20,HS03
FAS0246,PA024,2024-04-10,HS03
FAS0247,PA005,2023-05-29,HS03
FAS0248,PA106,2024-01-19,HS03
FAS0249,PA255,2024-06-27,HS03
FAS0250,PA291,2024-12-27,HS03
FAS0251,PA260,2024-06-02,HS03
FAS0252,PA171,2023-04-10,HS03
FAS0253,PA027,2024-01-02,HS03
FAS0254,PA202,2024-09-06,HS03
FAS0255,PA160,2024-09-13,HS03
FAS0256,PA072,2024-01-14,HS03
FAS0257,PA158,2024-08-10,HS03
FAS0258,PA217,2024-10-09,HS03
FAS0259,PA201,2024-01-01,HS03
FAS0260,PA099,2024-08-16,HS03
FAS0261,PA072,2023-07-18,HS03
FAS0262,PA172,2024-01-26,HS03
FAS0263,PA203,2024-11-04,HS03
FAS0264,PA162,2023-11-21,HS03
FAS0265,PA151,2024-08-22,HS03
FAS0266,PA151,2024-07-09,HS03
FAS0267,PA123,2023-08-22,HS03
FAS0268,PA223,2023-07-17,HS03
FAS0269,PA123,2023-03-28,HS03
FAS0270,PA149,2024-07-07,HS03
FAS0271,PA195,2024-06-19,HS03
FAS0272,PA117,2023-04-05,HS03
FAS0273,PA059,2023-07-01,HS03
FAS0274,PA214,2024-06-10,HS03
FAS0275,PA258,2024-09-06,HS03
FAS0276,PA299,2023-03-08,HS03
FAS0277,PA157,2023-06-03,HS03
FAS0278,PA236,2023-08-20,HS03
FAS0279,PA269,2023-12-27,HS03
FAS0280,PA111,2023-09-23,HS03
FAS0281,PA171,2024-12-12,HS03
FAS0282,PA005,2023-01-01,HS03
FAS0283,PA023,2024-06-21,HS03
FAS0284,PA221,2024-03-11,HS03
FAS0285,PA236,2024-05-06,HS03
FAS0286,PA269,2023-10-24,HS03
FAS0287,PA004,2024-03-25,HS03
FAS0288,PA081,2023-01-03,HS03
FAS0289,PA158,2023-11-05,HS03
FAS0290,PA007,2023-11-08,HS03
FAS0291,PA106,2023-09-11,HS03
FAS0292,PA209,2023-06-30,HS03
FAS0293,PA124,2024-03-12,HS03
FAS0294,PA202,2024-11-17,HS03
FAS0295,PA014,2023-10-14,HS03
FAS0296,PA258,2024-07-11,HS03
FAS0297,PA020,2024-05-21,HS03
FAS0298,PA064,2023-09-03,HS03
FAS0299,PA224,2024-03-04,HS03
FAS0300,PA265,2023-05-03,HS03
FAS0301,PA123,2023-11-18,HS04
FAS0302,PA201,2024-08-10,HS04
FAS0303,PA242,2023-02-17,HS04
FAS0304,PA114,2024-03-03,HS04
FAS0305,PA096,2024-02-21,HS04
FAS0306,PA022,2023-02-26,HS04
FAS0307,PA024,2024-06-02,HS04
FAS0308,PA114,2023-02-07,HS04
FAS0309,PA108,2024-12-16,HS04
FAS0310,PA261,2024-05-04,HS04
FAS0311,PA161,2023-12-07,HS04
FAS0312,PA008,2024-02-15,HS04
FAS0313,PA148,2024-01-27,HS04
FAS0314,PA103,2024-05-17,HS04
FAS0315,PA012,2023-04-26,HS04
FAS0316,PA292,2023-07-26,HS04
FAS0317,PA204,2023-07-18,HS04
FAS0318,PA096,2024-07-26,HS04
FAS0319,PA102,2024-05-14,HS04
FAS0320,PA064,2024-01-23,HS04
FAS0321,PA145,2023-02-18,HS04
FAS0322,PA261,2023-02-15,HS04
FAS0323,PA139,2024-02-25,HS04
FAS0324,PA158,2023-03-30,HS04
FAS0325,PA211,2023-06-20,HS04
FAS0326,PA111,2024-01-01,HS04
FAS0327,PA186,2023-06-05,HS04
FAS0328,PA224,2023-08-17,HS04
FAS0329,PA291,2024-07-26,HS04
FAS0330,PA110,2024-12-21,HS04
FAS0331,PA112,2024-02-14,HS04
FAS0332,PA274,2023-03-08,HS04
FAS0333,PA194,2024-08-13,HS04
FAS0334,PA197,2023-10-22,HS04
FAS0335,PA019,2024-01-12,HS04
FAS0336,PA291,2024-03-03,HS04
FAS0337,PA269,2024-05-11,HS04
FAS0338,PA020,2023-12-28,HS04
FAS0339,PA285,2024-07-08,HS04
FAS0340,PA255,2023-11-08,HS04
FAS0341,PA203,2023-09-13,HS04
FAS0342,PA209,2023-06-24,HS04
FAS0343,PA019,2023-02-15,HS04
FAS0344,PA022,2023-03-17,HS04
FAS0345,PA112,2024-08-08,HS04
FAS0346,PA108,2024-03-06,HS04
FAS0347,PA166,2023-04-11,HS04
FAS0348,PA262,2023-04-19,HS04
FAS0349,PA011,2024-01-21,HS04
FAS0350,PA191,2024-01-11,HS04
FAS0351,PA007,2024-12-21,HS04
FAS0352,PA267,2023-11-14,HS04
FAS0353,PA064,2024-02-01,HS04
FAS0354,PA289,2023-06-10,HS04
FAS0355,PA298,2023-06-30,HS04
FAS0356,PA017,2023-06-17,HS04
FAS0357,PA197,2023-03-30,HS04
FAS0358,PA038,2023-02-22,HS04
FAS0359,PA218,2023-09-24,HS04
FAS0360,PA191,2023-03-24,HS04
FAS0361,PA255,2023-02-26,HS04
FAS0362,PA132,2024-10-19,HS04
FAS0363,PA094,2024-11-03,HS04
FAS0364,PA142,2024-12-09,HS04
FAS0365,PA267,2023-09-13,HS04
FAS0366,PA003,2023-11-21,HS04
FAS0367,PA145,2024-11-22,HS04
FAS0368,PA269,2023-01-24,HS04
FAS0369,PA011,2023-02-03,HS04
FAS0370,PA148,2023-03-20,HS04
FAS0371,PA201,2024-05-04,HS04
FAS0372,PA096,2024-12-03,HS04
FAS0373,PA008,2023-02-02,HS04
FAS0374,PA183,2024-05-04,HS04
FAS0375,PA037,2023-06-13,HS04
FAS0376,PA223,2024-09-23,HS04
FAS0377,PA141,2023-04-22,HS04
FAS0378,PA218,2024-06-22,HS04
FAS0379,PA056,2024-01-23,HS04
FAS0380,PA045,2024-11-12,HS04
FAS0381,PA038,2023-03-17,HS04
FAS0382,PA060,2024-06-30,HS04
FAS0383,PA060,2024-10-17,HS04
FAS0384,PA123,2023-12-23,HS04
FAS0385,PA273,2023-06-14,HS04
FAS0386,PA122,2023-03-20,HS04
FAS0387,PA117,2024-09-19,HS04
FAS0388,PA141,2023-05-20,HS04
FAS0389,PA295,2024-12-19,HS04
FAS0390,PA166,2023-03-23,HS04
FAS0391,PA287,2024-07-22,HS04
FAS0392,PA005,2024-11-15,HS04
FAS0393,PA049,2024-04-28,HS04
FAS0394,PA046,2023-04-19,HS04
FAS0395,PA020,2023-08-12,HS04
FAS0396,PA001,2024-12-31,HS04
FAS0397,PA074,2024-07-31,HS04
FAS0398,PA260,2024-09-15,HS04
FAS0399,PA001,2023-02-16,HS04
FAS0400,PA047,2023-06-01,HS04
FAS0401,PA276,2024-07-10,HS05
FAS0402,PA161,2023-03-28,HS05
FAS0403,PA298,2023-01-04,HS05
FAS0404,PA172,2023-03-23,HS05
FAS0405,PA286,2024-05-02,HS05
FAS0406,PA273,2024-03-02,HS05
FAS0407,PA005,2023-11-26,HS05
FAS0408,PA102,2023-09-26,HS05
FAS0409,PA287,2023-05-09,HS05
FAS0410,PA066,2023-07-15,HS05
FAS0411,PA116,2023-06-01,HS05
FAS0412,PA157,2024-08-19,HS05
FAS0413,PA022,2023-10-25,HS05
FAS0414,PA133,2024-01-04,HS05
FAS0415,PA070,2023-05-31,HS05
FAS0416,PA186,2024-09-23,HS05
FAS0417,PA264,2023-10-26,HS05
FAS0418,PA025,2023-11-07,HS05
FAS0419,PA158,2024-06-10,HS05
FAS0420,PA034,2024-11-14,HS05
FAS0421,PA026,2023-10-10,HS05
FAS0422,PA265,2023-08-22,HS05
FAS0423,PA037,2024-07-09,HS05
FAS0424,PA081,2024-01-24,HS05
FAS0425,PA020,2023-05-31,HS05
FAS0426,PA180,2024-07-11,HS05
FAS0427,PA123,2024-06-24,HS05
FAS0428,PA219,2023-07-26,HS05
FAS0429,PA149,2024-09-24,HS05
FAS0430,PA186,2023-04-20,HS05
FAS0431,PA001,2024-09-08,HS05
FAS0432,PA001,2023-04-12,HS05
FAS0433,PA264,2023-05-27,HS05
FAS0434,PA265,2024-02-17,HS05
FAS0435,PA201,2024-09-13,HS05
FAS0436,PA008,2024-01-20,HS05
FAS0437,PA064,2024-09-17,HS05
FAS0438,PA046,2023-06-17,HS05
FAS0439,PA034,2023-04-28,HS05
FAS0440,PA038,2023-08-26,HS05
FAS0441,PA037,2023-06-19,HS05
FAS0442,PA114,2024-10-24,HS05
FAS0443,PA198,2023-07-19,HS05
FAS0444,PA157,2024-12-22,HS05
FAS0445,PA074,2024-07-08,HS05
FAS0446,PA172,2024-10-09,HS05
FAS0447,PA198,2024-10-23,HS05
FAS0448,PA214,2023-07-10,HS05
FAS0449,PA214,2024-05-30,HS05
FAS0450,PA114,2023-07-14,HS05
FAS0451,PA029,2024-07-14,HS05
FAS0452,PA089,2024-01-09,HS05
FAS0453,PA185,2023-10-28,HS05
FAS0454,PA124,2023-03-07,HS05
FAS0455,PA161,2024-11-08,HS05
FAS0456,PA141,2023-08-15,HS05
FAS0457,PA194,2023-10-08,HS05
FAS0458,PA197,2024-02-24,HS05
FAS0459,PA026,2023-03-27,HS05
FAS0460,PA018,2024-12-10,HS05
FAS0461,PA267,2023-05-19,HS05
FAS0462,PA072,2023-03-12,HS05
FAS0463,PA064,2024-12-06,HS05
FAS0464,PA236,2024-12-08,HS05
FAS0465,PA116,2024-06-28,HS05
FAS0466,PA107,2023-03-19,HS05
FAS0467,PA180,2024-08-01,HS05
FAS0468,PA055,2023-09-02,HS05
FAS0469,PA096,2024-11-13,HS05
FAS0470,PA099,2024-09-01,HS05
FAS0471,PA202,2023-01-26,HS05
FAS0472,PA248,2024-09-25,HS05
FAS0473,PA101,2023-05-25,HS05
FAS0474,PA262,2023-11-07,HS05
FAS0475,PA204,2023-03-30,HS05
FAS0476,PA149,2023-06-28,HS05
FAS0477,PA114,2023-02-08,HS05
FAS0478,PA117,2024-10-04,HS05
FAS0479,PA034,2023-07-12,HS05
FAS0480,PA298,2024-10-18,HS05
FAS0481,PA214,2024-09-17,HS05
FAS0482,PA056,2024-09-01,HS05
FAS0483,PA012,2024-10-07,HS05
FAS0484,PA064,2023-08-09,HS05
FAS0485,PA266,2023-10-05,HS05
FAS0486,PA010,2024-12-03,HS05
FAS0487,PA109,2024-12-17,HS05
FAS0488,PA017,2023-07-28,HS05
FAS0489,PA002,2023-11-01,HS05
FAS0490,PA255,2024-03-23,HS05
FAS0491,PA155,2024-12-21,HS05
FAS0492,PA300,2024-08-02,HS05
FAS0493,PA287,2024-12-19,HS05
FAS0494,PA217,2024-05-09,HS05
FAS0495,PA236,2023-03-15,HS05
FAS0496,PA052,2023-05-06,HS05
FAS0497,PA201,2023-04-07,HS05
FAS0498,PA248,2024-10-22,HS05
FAS0499,PA141,2024-12-09,HS05
FAS0500,PA124,2024-02-05,HS05
FAS0501,PA254,2023-11-29,HS06
FAS0502,PA203,2024-12-29,HS06
FAS0503,PA280,2024-02-26,HS06
FAS0504,PA034,2024-09-30,HS06
FAS0505,PA246,2023-12-31,HS06
FAS0506,PA110,2024-01-14,HS06
FAS0507,PA161,2023-04-26,HS06
FAS0508,PA016,2024-08-29,HS06
FAS0509,PA219,2023-03-12,HS06
FAS0510,PA007,2024-02-08,HS06
FAS0511,PA287,2023-02-18,HS06
FAS0512,PA194,2023-12-05,HS06
FAS0513,PA172,2024-11-17,HS06
FAS0514,PA299,2023-02-09,HS06
FAS0515,PA141,2023-02-20,HS06
FAS0516,PA140,2024-08-21,HS06
FAS0517,PA261,2023-02-08,HS06
FAS0518,PA123,2024-05-22,HS06
FAS0519,PA002,2024-07-09,HS06
FAS0520,PA050,2023-07-19,HS06
FAS0521,PA103,2024-10-22,HS06
FAS0522,PA022,2024-02-22,HS06
FAS0523,PA028,2023-02-02,HS06
FAS0524,PA114,2024-09-13,HS06
FAS0525,PA066,2024-10-15,HS06
FAS0526,PA112,2023-12-20,HS06
FAS0527,PA297,2023-11-22,HS06
FAS0528,PA114,2024-03-01,HS06
FAS0529,PA027,2024-06-16,HS06
FAS0530,PA191,2024-12-05,HS06
FAS0531,PA291,2023-12-22,HS06
FAS0532,PA218,2024-03-29,HS06
FAS0533,PA155,2023-10-06,HS06
FAS0534,PA122,2024-09-04,HS06
FAS0535,PA111,2023-08-05,HS06
FAS0536,PA184,2023-09-09,HS06
FAS0537,PA002,2023-01-13,HS06
FAS0538,PA106,2024-02-07,HS06
FAS0539,PA265,2024-08-04,HS06
FAS0540,PA255,2024-10-13,HS06
FAS0541,PA292,2024-04-21,HS06
FAS0542,PA287,2023-09-16,HS06
FAS0543,PA254,2024-06-30,HS06
FAS0544,PA106,2023-04-07,HS06
FAS0545,PA248,2024-10-29,HS06
FAS0546,PA286,2023-10-09,HS06
FAS0547,PA020,2024-04-06,HS06
FAS0548,PA289,2024-04-10,HS06
FAS0549,PA031,2023-08-14,HS06
FAS0550,PA027,2023-03-01,HS06
FAS0551,PA050,2024-10-05,HS06
FAS0552,PA163,2023-03-26,HS06
FAS0553,PA295,2023-03-13,HS06
FAS0554,PA080,2023-07-24,HS06
FAS0555,PA016,2024-01-06,HS06
FAS0556,PA242,2023-12-16,HS06
FAS0557,PA121,2024-05-06,HS06
FAS0558,PA283,2023-08-23,HS06
FAS0559,PA020,2023-04-18,HS06
FAS0560,PA280,2023-09-13,HS06
FAS0561,PA025,2023-08-03,HS06
FAS0562,PA262,2024-01-21,HS06
FAS0563,PA148,2023-02-01,HS06
FAS0564,PA045,2024-12-06,HS06
FAS0565,PA236,2023-05-18,HS06
FAS0566,PA050,2023-07-02,HS06
FAS0567,PA203,2023-10-18,HS06
FAS0568,PA209,2023-04-01,HS06
FAS0569,PA046,2023-02-20,HS06
FAS0570,PA038,2024-09-24,HS06
FAS0571,PA003,2023-12-31,HS06
FAS0572,PA198,2024-05-21,HS06
FAS0573,PA264,2024-10-12,HS06
FAS0574,PA194,2023-03-22,HS06
FAS0575,PA013,2023-03-15,HS06
FAS0576,PA022,2023-11-28,HS06
FAS0577,PA220,2024-06-03,HS06
FAS0578,PA110,2023-02-07,HS06
FAS0579,PA051,2023-05-03,HS06
FAS0580,PA218,2024-08-20,HS06
FAS0581,PA197,2024-08-29,HS06
FAS0582,PA099,2024-07-05,HS06
FAS0583,PA258,2023-12-28,HS06
FAS0584,PA295,2023-04-05,HS06
FAS0585,PA101,2023-12-31,HS06
FAS0586,PA059,2023-01-20,HS06
FAS0587,PA287,2023-09-29,HS06
FAS0588,PA254,2024-12-30,HS06
FAS0589,PA265,2023-10-16,HS06
FAS0590,PA289,2023-09-02,HS06
FAS0591,PA269,2023-04-05,HS06
FAS0592,PA141,2023-03-17,HS06
FAS0593,PA013,2024-02-04,HS06
FAS0594,PA116,2023-02-10,HS06
FAS0595,PA202,2023-12-19,HS06
FAS0596,PA129,2024-08-15,HS06
FAS0597,PA242,2023-12-12,HS06
FAS0598,PA122,2024-02-13,HS06
FAS0599,PA085,2024-05-26,HS06
FAS0600,PA246,2024-10-25,HS06
FAS0601,PA112,2024-06-06,HS07
FAS0602,PA025,2023-12-02,HS07
FAS0603,PA037,2023-07-21,HS07
FAS0604,PA007,2024-02-23,HS07
FAS0605,PA185,2023-08-11,HS07
FAS0606,PA012,2023-03-26,HS07
FAS0607,PA106,2024-11-24,HS07
FAS0608,PA191,2024-07-15,HS07
FAS0609,PA209,2023-08-20,HS07
FAS0610,PA292,2023-04-08,HS07
FAS0611,PA180,2024-05-20,HS07
FAS0612,PA180,2024-11-21,HS07
FAS0613,PA255,2024-11-30,HS07
FAS0614,PA166,2023-01-01,HS07
FAS0615,PA015,2023-10-24,HS07
FAS0616,PA220,2023-05-19,HS07
FAS0617,PA254,2024-07-07,HS07
FAS0618,PA174,2024-12-02,HS07
FAS0619,PA273,2023-09-22,HS07
FAS0620,PA269,2024-04-18,HS07
FAS0621,PA158,2023-06-12,HS07
FAS0622,PA161,2023-04-29,HS07
FAS0623,PA161,2024-01-08,HS07
FAS0624,PA072,2023-01-20,HS07
FAS0625,PA140,2023-01-19,HS07
FAS0626,PA261,2024-10-24,HS07
FAS0627,PA142,2023-07-06,HS07
FAS0628,PA024,2024-02-12,HS07
FAS0629,PA102,2023-06-08,HS07
FAS0630,PA291,2023-12-17,HS07
FAS0631,PA297,2023-01-20,HS07
FAS0632,PA008,2023-06-06,HS07
FAS0633,PA099,2024-08-26,HS07
FAS0634,PA166,2024-09-03,HS07
FAS0635,PA111,2024-03-25,HS07
FAS0636,PA202,2024-01-01,HS07
FAS0637,PA066,2023-02-06,HS07
FAS0638,PA274,2023-01-23,HS07
FAS0639,PA082,2023-12-01,HS07
FAS0640,PA064,2023-03-04,HS07
FAS0641,PA066,2023-06-29,HS07
FAS0642,PA148,2024-06-19,HS07
FAS0643,PA184,2023-01-02,HS07
FAS0644,PA299,2024-03-09,HS07
FAS0645,PA145,2023-01-14,HS07
FAS0646,PA129,2024-12-05,HS07
FAS0647,PA151,2023-01-14,HS07
FAS0648,PA002,2024-09-15,HS07
FAS0649,PA056,2024-04-22,HS07
FAS0650,PA299,2023-07-11,HS07
FAS0651,PA157,2024-09-15,HS07
FAS0652,PA012,2024-12-31,HS07
FAS0653,PA242,2024-08-29,HS07
FAS0654,PA255,2023-05-01,HS07
FAS0655,PA025,2023-01-26,HS07
FAS0656,PA050,2023-12-18,HS07
FAS0657,PA162,2024-10-19,HS07
FAS0658,PA121,2023-05-08,HS07
FAS0659,PA180,2024-04-04,HS07
FAS0660,PA297,2024-12-23,HS07
FAS0661,PA285,2023-01-27,HS07
FAS0662,PA276,2023-02-01,HS07
FAS0663,PA099,2023-02-22,HS07
FAS0664,PA116,2023-04-12,HS07
FAS0665,PA141,2024-10-25,HS07
FAS0666,PA266,2023-01-31,HS07
